1	702876	702977	[['Amrozi'], ['accused', 'called', 'distorting'], ['brother', 'witness', 'evidence']]	[['Amrozi'], ['accused', 'distorting'], ['brother', 'evidence']]
1	782069	782287	[[], ['marked', 'fell'], ['week', 'time', 'year', 'rates', 'mortgage']]	[['Mortgage', 'rates', 'country'], ['fell', 'have', 'hit'], ['week', 'time', 'year', 'rates']]
0	598413	598370	[['Hewitt'], ['said', 'battling', 'overcome'], ['Davydenko', 'centre', 'court']]	[['Hewitt'], ['said', 'battling'], ['Davydenko', 'centre', 'court']]
1	2949404	2949439	[['Harris', 'Klebold'], ['killed', 'taking'], ['students', 'teacher', 'lives', 'April']]	[['Harris', 'Klebold'], ['killed'], ['students', 'teacher', 'school']]
0	627204	627159	[[], ['reaffirmed', 'resolve'], ['wish', 'crisis']]	[['crisis'], ['has', 'dominated'], ['time', 'office']]
1	1528194	1528085	[[], ['told'], ['Associated', 'Press']]	[[], ['moved', 'started'], ['mosque', 'firing', 'people']]
0	1598385	1598301	[['Everything'], ['was', 'decided'], ['advance']]	[[], ['was'], ['mockery', 'justice', 'parody']]
0	2324708	2325028	[['unemployment', 'rate'], ['fell'], ['August', 'percent', 'percent']]	[['Labor', 'Department', 'analysts'], ['discounted', 'fell'], ['improvement', 'unemployment', 'rate', 'August', 'percent', 'percent']]
0	1091525	1091318	[['bond', 'RR'], ['slid'], ['yield', 'percent', 'percent']]	[['bond', 'US30YT', 'RR'], ['jumped', 'taking'], ['yield', 'percent', 'percent']]
1	222638	222492	[['company'], ['is', 'testing'], ['stages', 'drug', 'arthritis']]	[['company'], ['is', 'testing'], ['cancer', 'drug', 'Rituxan', 'use', 'arthritis', 'patients']]
1	3276666	3276656	[['R&D', 'spending'], ['is', 'expected', 'be', 'compared'], ['year', 'expectation']]	[['research', 'development'], ['is', 'expected', 'be', 'compared'], ['year', 'expectation']]
1	684851	684559	[]	[]
0	2242377	2242625	[['note', 'US10YT', 'RR'], ['slipped', 'sending'], ['price', 'yield', 'percent', 'percent', 'Thursday']]	[['yield', 'Treasury', 'note'], ['rose'], ['%', '%', 'Thursday']]
1	1721054	1721069	[['California', 'Farm', 'Bureau'], ['did', 'return', 'seeking'], ['calls', 'comment']]	[['California', 'Farm', 'Bureau'], ['did', 'have'], ['response', 'Tuesday', 'ruling']]
1	1693475	1693420	[]	[['U.S.', 'bond', 'yield', 'spreads'], ['ended', 'slumping', 'widened'], ['Treasuries', 'Tuesday', 'bonds', 'tobacco', 'firms', 'ruling', 'Philip', 'Morris', 'USA']]
0	339203	339611	[['package'], ['included'], ['increases', 'city', 'sales', 'income', 'taxes']]	None
1	1119244	1119355	[]	[]
1	1655915	1655425	[]	[['Astronomers'], ['have', 'found', 'known'], ['planet', 'universe']]
0	861289	861467	[['Rice'], ['said', 'is', 'was', 'built'], ['program', 'concealment']]	[[], ['was', 'was', 'built'], ['program', 'concealment']]
1	1513825	1513801	[[], ['have', 'been', 'identified'], ['Tarrant', 'County', 'Medical', 'Examiner', 'Office', 'Melena', 'brother', 'Angel', 'Melena', 'Narcisco', 'Del', 'Angel', 'Lozano']]	[['Tarrant', 'County', 'Medical', 'Examiner', 'Office'], ['has', 'identified'], ['passengers', 'scene', 'Angel', 'Melena', 'Narcisco', 'Del-Angel', 'Lozano']]
0	2182281	2182333	[['United', 'Nations', 'inspectors'], ['have', 'discovered', 'heightening', 'have'], ['traces', 'uranium', 'facility', 'worries', 'country', 'weapons', 'program']]	[['NITED', 'NATIONS', 'Aug.', 'International', 'inspectors'], ['have', 'found', 'according', 'distributed'], ['traces', 'uranium', 'facility', 'report', 'today']]
0	458141	458283	[['Nelson'], ['had', 'received', 'go'], ['quarter']]	[['Nelson'], ['stared', 'left', 'leading'], ['referee', 'Joey', 'Crawford', 'timeout', 'quarter', 'San', 'Antonio']]
1	956131	956277	[['Dynes'], ['get'], ['year', 'increase', 'Atkinson', 'salary']]	[['Dynes'], ['earn'], ['increase', 'Atkinson', 'salary']]
0	1617908	1617844	[['Shares', 'Coke'], ['closed'], ['New', 'York', 'Stock', 'Exchange', 'trading', 'Thursday']]	[['Coca-Cola', 'shares'], ['were'], ['cents']]
1	1851443	1851377	[['Qualcomm'], ['has', 'enjoyed', 'selling'], ['years', 'chips', 'competition']]	[['Hubach'], ['said'], ['statement']]
1	1317734	1317762	[['Predictions'], ['ranged', 'according'], ['cents', 'share', 'cents', 'share', 'Thomson', 'First', 'Call']]	[['Wall', 'Street', 'analysts'], ['had', 'expected', 'according'], ['cents', 'share', 'Thomson', 'First', 'Call']]
1	2179199	2179139	[]	[]
0	2141865	2141906	[['judge'], ['ruled', 'violated', 'ordered', 'removed'], ['monument', 'law']]	[['courts'], ['have', 'ruled', 'violates'], ['monument', 'ban', 'religion']]
1	968648	968698	[['Sovereign', 'shares'], ['lost'], ['cents', '%']]	[['shares'], ['closed'], ['New', 'York', 'Stock', 'Exchange', 'cents', 'percent']]
1	726532	726838	[['recommendations'], ['included', 'protect'], ['counsel', 'oceans', 'White', 'House', 'creation', 'ocean', 'ecosystem', 'councils', 'system', 'reserves']]	[['recommendations'], ['included', 'protect'], ['creation', 'ocean', 'ecosystem', 'councils', 'system', 'reserves']]
1	2139506	2139427	[[], ['work', 'ensure'], ['board', 'transition']]	[[], ['said', 'work', 'ensure'], ['regulators', 'corporation', 'transition']]
1	69689	69610	[['Cisco'], ['earned'], ['cents', 'share', 'sales']]	[['Cisco'], ['reported', 'ending'], ['earnings', 'cents', 'share', 'revenue', 'quarter', 'April']]
0	3031856	3031886	[['appeals', 'court', 'hearing'], ['comes'], ['time', 'Microsoft']]	[['appeals', 'court'], ['has', 'proved'], ['venue', 'Microsoft']]
1	713976	713992	[['remains', 'immigrants'], ['were', 'found', 'sweltering', 'escaped', 'left'], ['Tuesday', 'railroad', 'car', 'immigrants', 'companions']]	[['immigrants'], ['were', 'found', 'escaped', 'left'], ['railroad', 'hopper', 'car', 'Tuesday', 'days', 'immigrants', 'car', 'companions']]
1	2965576	2965701	[['Gasps'], ['be', 'heard', 'was', 'displayed'], ['courtroom', 'photo']]	[['Gasps'], ['be', 'heard', 'was', 'projected'], ['photo', 'screen']]
1	2745024	2745055	[[], ['narrowed'], ['range']]	[['Intel'], ['raised'], ['revenue', 'guidance', 'quarter']]
1	2167155	2167070	[['Sir', 'Wilfred', 'Thesiger', 'traveller', 'writer', 'explorers', 'planet'], ['has', 'died'], []]	[['Sir', 'Wilfred', 'Thesiger', 'writer', 'explorer', 'chronicler', 'world', 'ways', 'life'], ['has', 'died'], ['age']]
1	899424	899513	[['statement'], ['said'], []]	[['Arifin'], ['has', 'disclosed', 'is', 'involved', 'planning'], ['group', 'individuals', 'attacks', 'targets', 'Thailand']]
1	1349834	1349741	[['amendment', 'Rep.', 'Ellen', 'Tauscher', 'California', 'committee', 'Iraq', 'intelligence', 'failures'], ['was', 'rejected'], ['grounds']]	[['proposal', 'committee', 'Iraq', 'intelligence', 'failures'], ['was', 'rejected'], ['grounds']]
1	1692076	1692027	[['Intel', 'investors', 'midway', 'quarter', 'business'], ['was', 'proceeding', 'planned'], []]	[['business'], ['was', 'expected'], []]
1	1761554	1761455	[['Rusty', 'Wood', 'chairman', 'coalition'], ['said'], ['release']]	[['NAFTA', 'ruling'], ['confirms', 'dump'], ['producers', 'lumber', 'U.S.', 'market']]
1	1614277	1614170	[['data'], ['exists', 'indicate', 'poses'], ['situation', 'repair', 'stations', 'safety', 'concern']]	[['FAA', 'spokeswoman', 'Kathleen', 'Bergen'], ['said', 'indicate', 'poses'], ['data', 'situation', 'safety', 'problems']]
1	2566958	2567329	[]	[['Daren', 'Barbara', 'Jensen'], ['refused', 'heed', 'fearing', 'leave'], ['doctors', 'recommendation', 'chemotherapy', 'treatment', 'stunt', 'Parker', 'growth']]
1	2151806	2151276	[['IAAF', 'council', 'member', 'Jose', 'Maria', 'Odriozola'], ['said', 'be', 'excluded'], ['Drummond', 'championships']]	[[], ['have', 'proposed', 'be', 'excluded'], ['IAAF', 'council', 'Drummond', 'championships']]
0	672288	672347	[['companies'], ['have'], ['revenues', 'employees', 'customers', 'countries']]	[['deal'], ['creates'], ['company', 'bn', 'revenues', 'employees', 'customers']]
1	3050971	3051204	[[], ['stabbed', 'killing'], ['boy', 'reason']]	[[], ['told', 'was', 'stabbed'], ['investigators', 'mid-teens', 'boy', 'reason']]
1	725121	725587	[['Lewinsky', 'imbroglio'], ['seemed', 'manufactured', 'according', 'leaked'], ['scandal', 'opponents', 'extracts', 'yesterday']]	[['Lewinsky', 'imbroglio'], ['seemed', 'manufactured'], ['scandal', 'opponents']]
1	2324709	2325029	[['Labor', 'Department', 'analysts'], ['think', 'provide', 'are', 'based'], ['payroll', 'statistics', 'survey', 'businesses', 'picture', 'economy', 'survey', 'figures', 'sample']]	[['analysts'], ['said', 'believe', 'provide', 'are', 'based'], ['payroll', 'statistics', 'picture', 'economy', 'sample']]
0	2040232	2039692	[['Brooks'], ['was', 'killed'], ['Monday', 'Aug.', 'automobile', 'accident', 'Minnesota']]	[['Taylor'], ['lost'], ['friend']]
0	1912532	1912656	[['Prince'], ['is', 'replacing', 'remain'], ['Sanford', 'Sandy', 'Weill', 'Citigroup', 'chairman']]	[['Prince', 'Citigroup', 'investment', 'bank'], ['is', 'replacing'], ['Sanford', 'Weill', 'CEO']]
1	2931098	2931144	[['Gilead'], ['had', 'compared'], ['earnings', 'cents', 'share', 'cents', 'quarter']]	[['company'], ['said'], []]
1	445422	445299	[['Mohcine', 'Douali', 'centre', 'Algiers'], ['said', 'was'], ['shock']]	[['lives'], ['Algiers']]
0	67955	67994	[['Justice', 'Ruth', 'Bader', 'Ginsburg'], ['wrote'], ['court']]	[['Justice', 'Ruth', 'Bader', 'Ginsburg'], ['wrote'], ['court', 'Madigan', 'Telemarketing', 'Associates', 'No.']]
1	2733813	2733802	[[], ['said'], []]	[[], ['do', 'know', 'see', 'happens'], []]
1	3033679	3033652	[['Mr', 'Macfarlane'], ['said'], []]	[['strength', 'demand', 'credit'], ['increases', 'associated', 'delaying', 'is', 'called'], ['danger', 'tightening', 'policy', 'grounds']]
1	1163538	1163992	[['co-defendants', 'case'], ['are', 'protected'], []]	[['co-defendants', 'case'], ['are', 'protected'], []]
0	114464	114645	[['Cubs', 'manager', 'Dusty', 'Baker'], ['sees', 'struggling'], ['slugger']]	[['Cubs', 'manager', 'Dusty', 'Baker'], ['said'], []]
1	2438109	2437946	[['SiteFinder', 'service'], ['has', 'come', 'increasing', 'say', 'has', 'overstepped'], ['criticism', 'users', 'analysts', 'VeriSign', 'authority']]	[['SiteFinder', 'service'], ['has', 'drawn', 'complain', 'has', 'overstepped'], ['criticism', 'Internet', 'users', 'VeriSign', 'authority']]
1	1730708	1730772	[['Chevrolet', 'Tahoe'], ['abandoned'], ['Virginia', 'Beach', 'Va.', 'parking', 'lot', 'June']]	[['sport', 'utility', 'vehicle'], ['was', 'found', 'abandoned'], ['June', 'license', 'plates', 'Virginia', 'Beach', 'Va.']]
0	3022381	3022308	[['court'], ['declined', 'hear', 'suspended'], ['Alabama', 'Chief', 'Justice', 'Roy', 'Moore', 'appeals']]	[['defeat', 'Alabama', 'Chief', 'Justice', 'Roy', 'Moore'], ['was', 'expected'], []]
0	644788	644816	[['Woods'], ['said'], []]	[['Woods'], ['said', 'referring'], ['Saturday']]
1	1039676	1039623	[['chief', 'officer', 'Franklyn', 'M.', 'Bergonzi'], ['pleaded', 'agreed', 'cooperate'], ['count', 'conspiracy', 'June', 'prosecutors']]	[['officer', 'Franklyn', 'Bergonzi'], ['pleaded', 'agreed', 'cooperate'], ['count', 'conspiracy', 'government', 'investigation']]
0	342112	342381	[['Goold'], ['said'], []]	[['Journalists'], ['were', 'notified', 'had', 'been', 'intercepted'], ['people', 'phone', 'calls']]
1	3090804	3090985	[['view'], ['is', 'believe', 'was', 'prefer', 'have'], ['al-Qaeda', 'terrorists', 'al-Qaeda', 'events']]	[['view'], ['is', 'believe', 'was', 'prefer', 'have'], ['Al', 'Qaeda', 'terrorists', 'Al', 'Qaeda', 'events']]
0	1600352	1600447	[['Steverson'], ['said', 'was', 'known', 'did', 'like'], ['Williams', 'racist', 'Blacks']]	[['Steverson'], ['said', 'was', 'was'], ['Williams', 'racist']]
0	2587656	2587753	[['police'], ['opened', 'stormed', 'demanding', 'be', 'given', 'claimed', 'have', 'paid'], ['fire', 'downtown', 'Baghdad', 'today', 'demonstrators', 'police', 'station', 'jobs', 'bribes']]	[['police'], ['said'], []]
1	3395489	3395451	[['court', 'decision'], ['reaffirmed', 'protecting', 'lessened', 'guaranteed'], ['findings', 'Roe', 'abortion', 'choice', 'standards', 'protection', 'women', 'Roe']]	[['Supreme', 'Court'], ['reaffirmed', 'protecting', 'lessened', 'guaranteed'], ['findings', 'Roe', 'abortion', 'choice', 'standards', 'protection', 'women', 'Roe']]
1	1089349	1089335	[['quarter', 'profit'], ['was', 'compiled'], ['penny', 'estimate', 'Thomson', 'First', 'Call']]	[['earnings', 'beat', 'penny', 'consensus', 'estimate', 'analysts'], ['surveyed'], ['Thomson', 'First', 'Call']]
1	556146	556044	[['percent', 'company', 'employees'], ['were', 'killed'], ['attack']]	[['cent', 'employees', 'time'], ['were', 'killed'], []]
1	1263434	1263562	[['bidders'], ['have', 'expressed'], ['interest', 'pie', 'oil', 'tycoon', 'Marvin', 'Davis', 'Seagram', 'heir', 'Edgar', 'Bronfman', 'Jr.']]	[['bidders'], ['have', 'expressed', 'buying'], ['interest', 'assets', 'Davis', 'Bronfman']]
1	312323	312507	[['Bush'], ['said', 'plans', 'meet', 'make'], ['scientists', 'experts', 'determination', 'bill', 'weeks']]	[['Bush'], ['said', 'plans', 'meet', 'decide'], ['scientists', 'experts', 'bill', 'fate', 'weeks']]
0	1911604	1911550	[['annuity', 'sales'], ['were'], ['percent', 'year']]	[['annuity', 'sales'], ['surged'], ['percent']]
0	2859089	2859061	[['U.S.', 'administration', 'officials'], ['moved', 'talk', 'saying', 'were', 'were'], ['Snow', 'impact', 'currencies', 'comments', 'Washington', 'policy', 'observation', 'economy']]	[['U.S.', 'administration', 'officials'], ['said', 'were', 'were'], ['Snow', 'rate', 'comments', 'Washington', 'policy', 'observation', 'economy']]
1	1042499	1042394	[['subset', 'women', 'treatment', 'chemotherapy'], ['appeared', 'show'], ['improvement', 'survival']]	[['subset', 'patients', 'women', 'treatment', 'chemotherapy'], ['appeared', 'show'], ['trend', 'improvement', 'survival']]
1	3149040	3149074	[['Intel', 'Xeon'], ['surpassed', 'become', 'used', 'rising'], ['HP', 'PA-RISC', 'processor', 'systems', 'June', 'systems', 'November']]	[['Intel', 'Xeon'], ['surpassed', 'become', 'used', 'rising'], ['HP', 'PA-RISC', 'processor', 'systems', 'June', 'systems', 'November']]
0	130087	129778	[['Nasdaq', 'Stock', 'Markets', 'index'], ['lost', 'falling'], ['points']]	[['Nasdaq', 'Composite', 'Index'], ['lost'], ['percent', 'slide', 'days']]
1	2309397	2309420	[['Coke', 'spokeswoman', 'Sonya', 'Soutus'], ['said'], []]	[[], ['are', 'dismissed'], ['court', 'majority', 'plaintiff', 'claims']]
0	490018	490064	[['UBS', 'Warburg'], ['downgraded', 'buy', 'based'], ['Altria', 'Dow', 'member', 'valuation']]	[[], ['fell', 'downgraded', 'buy', 'citing'], ['percent', 'UBS', 'valuation']]
1	2898540	2898554	[['distribution', 'center', 'letters', 'years', 'chlorine', 'dioxide', 'gas', 'crews'], ['wound'], ['decontamination', 'process', 'weekend']]	[['Workers', 'distribution', 'center', 'letters', 'anthrax'], ['had', 'passed', 'planned', 'complete'], ['years', 'fumigation', 'operation', 'Sunday']]
1	98417	98647	[['military', 'task'], ['is', 'provide'], ['security', 'meantime']]	[['U.S.', 'military', 'task', 'period'], ['is', 'provide'], ['security']]
1	1265264	1265297	[['A920'], ['comes'], ['printer', 'scanner', 'copier']]	[['Dell', 'Personal', 'All-in-One', 'A920'], ['is', 'combines'], ['device', 'printer', 'scanner', 'copier', 'functions']]
0	2565371	2565170	[['FTC'], ['has', 'asked', 'suspend'], ['court', 'decision', 'agency', 'appeals']]	[['U.S.', 'District', 'Judge', 'Edward', 'W.', 'Nottingham', 'Denver'], ['denied', 'suspend'], ['FTC', 'request', 'decision', 'agency', 'appeals']]
1	2933884	2933714	[['Officials'], ['said', 'be', 'used', 'verify', 'had', 'stayed'], ['data', 'time']]	[['Officials'], ['said', 'be', 'used', 'verify', 'have', 'exceeded', 'authorized'], ['data', 'travelers', 'stay']]
1	1357528	1357493	[['investors'], ['said'], []]	[['portion', 'GM'], ['drew', 'looking', 'said'], ['bids', 'analyst', 'deal']]
1	190933	191164	[['Lacy'], ['worked', 'change'], ['baseball']]	[['Lacy'], ['worked', 'change'], ['game', 'baseball']]
0	1010039	1010063	[['Dayton'], ['finished', 'won', 'was'], ['season', 'Atlantic-10', 'Conference', 'championship', 'No.', 'seed', 'NCAA', 'Tournament']]	[['Rams'], ['finished', 'ranked', 'were'], ['season', 'No.', 'seed', 'NCAA', 'tournament']]
1	1048004	1047810	[[], ['affect', 'lost'], ['damages', 'wages', 'hospital', 'bills']]	[['Economic', 'damages', 'wages', 'costs'], ['be', 'capped'], ['Bush', 'plan']]
0	2211287	2211175	[['Connecticut', 'Attorney', 'General', 'Richard', 'Blumenthal'], ['said', 'fight'], ['extension', 'cable', 'use']]	[['Connecticut', 'attorney', 'general', 'Richard', 'Blumenthal'], ['said', 'was', 'considering'], ['action', 'Mr.', 'Abraham', 'order']]
1	315649	315780	[['Schneiderman'], ['said', 'reflect', 'having', 'pay', 'ride'], ['fare', 'price', 'agency', 'condition', 'riders', 'concerns', 'percent', 'recession']]	[['Schneiderman'], ['said', 'reflect', 'having', 'pay'], ['price', 'agency', 'status', 'riders', 'concerns', 'percent', 'turnstile', 'recession']]
0	1091268	1091301	[['bond', 'US30YT', 'RR'], ['dipped'], ['yield', 'percent', 'percent']]	[['bond', 'US30YT', 'RR'], ['lost', 'taking'], ['yield', 'percent', 'percent']]
1	17155	17292	[['countries'], ['agreed', 'hold'], ['week', 'discussions', 'years']]	[['India', 'Pakistan'], ['said', 'hold'], ['talks', 'years']]
1	795914	795981	[['proposal'], ['help', 'fend'], ['Bloomfield', 'Taubman', 'Centers', 'Inc.', 'takeover', 'shopping', 'mall', 'operator', 'Simon', 'Property', 'Group', 'Inc.']]	[['legislation', 'House', 'Commerce', 'Committee'], ['allow', 'fend'], ['Bloomfield', 'Taubman', 'Centers', 'Inc.', 'takeover', 'attempt', 'Simon', 'Property', 'Group', 'Inc.']]
0	1913559	1913486	[['Shares', 'Coke'], ['were'], ['cents', 'afternoon', 'trading', 'Wednesday', 'New', 'York', 'Stock', 'Exchange']]	[['Shares', 'Coke'], ['were', 'close'], ['cents', 'New', 'York', 'Stock', 'Exchange']]
0	1852180	1852065	[['Wall', 'Street', 'analysts'], ['expect'], ['revenue']]	[['Analysts', 'forecast'], ['was'], ['share', 'revenue']]
0	2551891	2551563	[['poll'], ['had'], ['margin', 'error', 'percentage', 'points']]	[[], ['had', 'was', 'conducted'], ['margin', 'sampling', 'error', 'percentage', 'points', 'Thursday', 'Saturday']]
1	55562	55529	[['board'], ['raised'], ['rents', 'percent', 'renewals', 'percent', 'leases']]	[['board'], ['proposed'], ['increases', 'percent', 'leases', 'percent', 'renewals']]
0	969654	969295	[['SPX'], ['eased'], ['points', 'percent']]	[['Nasdaq', 'Composite', 'Index'], ['was'], ['points', 'percent']]
1	2114433	2114474	[['South', 'Africa'], ['has', 'infected'], ['world', 'caseload', 'people', 'HIV', 'AIDS']]	[['South', 'Africa'], ['has'], ['world', 'AIDS', 'caseload']]
1	1015381	1015417	[['Cordiant'], ['has', 'been', 'lost'], ['block', 'Allied', 'Domecq', 'account', 'April']]	[['Cordiant'], ['has', 'been', 'lost'], ['target', 'client', 'Allied', 'Domeq', 'April']]
1	1759675	1759745	[['Activision'], ['said'], ['SEC', 'filing']]	[['investigation'], ['appears', 'be', 'focused'], ['accounting', 'practices', 'entertainment', 'industry', 'emphasis', 'revenue', 'recognition']]
0	987739	987595	[['Justice', 'Clarence', 'Thomas', 'Justice', 'Antonin', 'Scalia'], ['dissented'], []]	[['Justice', 'Antonin', 'Scalia', 'Sandra', 'Day', "O'Connor", 'Clarence', 'Thomas'], ['dissented'], ['ruling']]
1	1629017	1629043	[['Stage', 'alert'], ['is', 'declared', 'exceed'], ['ozone', 'readings', 'parts', 'period']]	[['Stage', 'episode'], ['is', 'declared', 'reach'], ['ozone', 'levels', 'parts']]
0	332392	332566	[['department'], ['told', 'has', 'increased'], ['airlines', 'threat', 'level', 'UK', 'aviation', 'interests', 'Kenya']]	[['Britain', 'Department', 'Transport'], ['said', 'has', 'increased', 'suspended'], ['threat', 'level', 'UK', 'aviation', 'interests', 'Kenya', 'flights', 'EDT']]
0	3376232	3376340	[['Time', 'magazine'], ['named'], ['soldier', 'Person', 'Year']]	[['Soldier'], ['was', 'selected'], ['Times', 'Person', 'Year', 'War']]
1	3214345	3214707	[['prosecutors'], ['agreed', 'seek'], ['death', 'penalty']]	[['prosecutors'], ['agreed', 'seek'], ['death', 'penalty', 'convictions']]
1	2641934	2641989	[['anguish'], ['was', 'speak'], ['voices', 'Forlong', 'television', 'colleagues', 'Monday']]	[['anguish'], ['be', 'heard', 'speak'], ['voices', 'Mr', 'Forlong', 'television', 'colleagues']]
0	1856399	1856531	[['Graham', 'candidate'], ['was', 'criticized', 'politicizing'], ['Republicans', 'report']]	[['Graham', 'inquiry'], ['is'], ['candidate']]
1	1089053	1089297	[['Sen.', 'Patrick', 'Leahy', 'Vermont', 'committee', 'Democrat'], ['said', 'is', 'called'], ['problem', 'Hatch', 'suggestion']]	[['Sen.', 'Patrick', 'Leahy', 'committee', 'Democrat'], ['said', 'is', 'called', 'be', 'considered'], ['problem', 'Hatch', 'idea', 'remedy']]
1	2211403	2211344	[['Jon', 'Sohn', 'Friends', 'Earth'], ['said'], ['panel', 'vote']]	[['Ex-Im', 'board', 'members'], ['displayed'], ['courage', 'leadership', 'face', 'pressure']]
1	3435735	3435717	[['SPX'], ['eased'], ['point', 'percent']]	[['SPX'], ['slipped'], ['point', 'percent']]
1	1634467	1634519	[['Malaysia'], ['has', 'launched'], ['media', 'campaign', 'water', 'dispute', 'Singapore']]	[['MALAYSIA'], ['launch', 'giving'], ['publicity', 'campaign', 'newspapers', 'today', 'version', 'water', 'dispute', 'Singapore']]
1	459278	459103	[['Cavaliers'], ['won', 'select'], ['Thursday', 'James', 'June', 'draft']]	[['Cleveland', 'Cavaliers'], ['won', 'draft', 'winning'], ['right', 'James', 'NBA', 'lottery', 'Thursday', 'night']]
1	403034	402965	[['Atlanta', 'companies', 'wrongdoing', 'Delta', 'Air', 'Lines', 'Inc.', 'Home', 'Depot'], ['were', 'mentioned', 'having'], ['pay', 'packages', 'CEOs']]	[['companies', 'wrongdoing', 'Delta', 'Air', 'Lines', 'Home', 'Depot'], ['were', 'mentioned', 'having'], ['witnesses', 'pay', 'packages', 'CEOs']]
1	2394676	2394690	[['Republic', 'Korea'], ['was', 'found', 'lead'], ['way', 'broadband', 'penetration', 'broadband', 'subscribers', 'inhabitants']]	[['broadband', 'nation', 'Korea'], ['leads'], ['way', 'broadband', 'penetration', 'broadband', 'subscribers', 'inhabitants']]
1	3145286	3145540	[['Mr', 'Blair'], ['admitted', 'were', 'rubbing'], ['newspaper', 'article', 'Mr', 'Bush', 'critics', 'hands', 'scope']]	[['Prime', 'Minister', 'today'], ['admitted', 'are', 'rubbing'], ['critics', 'hands', 'scope']]
1	2405187	2405072	[['Intel', 'Corp.'], ['unveiled'], ['Wednesday', 'generation', 'processor', 'phones', 'assistants', 'devices']]	[['Intel', 'Wednesday'], ['unveiled'], ['processor', 'cell', 'phones', 'PDAs', 'devices']]
1	2950526	2950562	[['Peterson', 'lawyer', 'Mark', 'Geragos', 'Los', 'Angeles'], ['was'], ['swipe', 'testing', 'procedure']]	[['Peterson', 'lawyer', 'Mark', 'Geragos', 'Los', 'Angeles'], ['has', 'contested', 'saying', 'is'], ['DNA', 'evidence']]
0	2222971	2223124	[['venture'], ['owns', 'filling'], ['oil', 'refineries', 'stations', 'Russia', 'Ukraine']]	[['TNK-BP'], ['has', 'producing', 'filling'], ['oil', 'units', 'refineries', 'stations']]
1	2768316	2768361	[['probe'], ['centred', 'were', 'tipped', 'were'], ['allegations', 'cereals', 'firms', 'prices', 'hours']]	[[], ['said', 'were', 'were', 'tipped', 'were'], ['allegations', 'cereals', 'companies', 'grain', 'prices', 'hours']]
1	1895132	1895009	[[], ['said', 'seized', 'be', 'linked', 'including', 'driven'], ['items', 'ritual', 'killing', 'animal', 'skull', 'nail']]	[['have', 'been', 'used'], ['magic', 'ceremony']]
0	2326659	2326678	[[], ['features'], ['4K', 'color', 'screen', 'sound', 'Style-Up', 'front', 'panels']]	[['Z200'], ['features'], ['color', 'screen', 'sounds']]
1	173604	173725	[['Dealers'], ['said', 'was', 'undermined', 'falling'], ['yen', 'interest', 'rates']]	[['Dealers'], ['said', 'drew', 'falling'], ['dollar', 'support', 'interest', 'rates']]
1	347375	347270	[['World', 'Health', 'Organization', 'United', 'States', 'Centers', 'Disease', 'Control'], ['sent', 'look'], ['team']]	[['World', 'Health', 'Organization', 'Centers', 'Disease', 'Control', 'Prevention', 'United', 'States'], ['have', 'sent', 'investigate'], ['team']]
0	50553	50517	[['Fighting'], ['has', 'continued', 'is', 'complicated'], ['west', 'presence', 'Liberians', 'sides']]	[[], ['are', 'is', 'complicated'], ['west', 'world', 'producer', 'region', 'fighting', 'presence', 'Liberians', 'sides']]
0	2124306	2124457	[['Globe'], ['reported', 'has', 'spoken'], ['Smiledge', 'son', 'Joseph', 'Druce', 'years']]	[['Smiledge'], ['said', 'has', 'spoken', 'wants', 'do'], ['son', 'years', 'nothing']]
1	941976	941612	[['Amrozi'], ['was', 'inspired', 'launch', 'revealed', 'was'], ['attack', 'Bali', 'boss', 'tourist', 'island', 'haven', 'behaviour', 'westerners']]	[['BALI', 'bomber', 'Amrozi'], ['claims', 'was', 'inspired', 'launch', 'revealed', 'was'], ['attack', 'tourist', 'island', 'boss', 'Bali', 'haven', 'behaviour', 'Westerners']]
1	2269545	2269531	[['Abplanalp'], ['used', 'be', 'lowering'], ['plastic', 'model', 'price', 'valve', 'cents', 'cents']]	[['Mr.', 'Abplanalp'], ['used', 'be', 'produced', 'lowering'], ['plastic', 'model', 'mass', 'price', 'valve', 'cents', 'cents']]
1	160051	159941	[['Russia'], ['advocate', 'give'], ['U.N.', 'role', 'authority', 'legitimacy']]	[['France', 'Russia', 'China', 'ally', 'Britain', 'U.N.', 'role'], ['was', 'needed', 'give'], ['authority', 'legitimacy']]
1	2942566	2942638	[['SCC'], ['argued', 'was', 'trying', 'shield', 'installing', 'make', 'make'], ['Lexmark', 'competition', 'chip', 'toner', 'cartridges', 'manufacturers', 'cartridges']]	[['company'], ['argued', 'was', 'trying', 'installing', 'make', 'make'], ['Lexmark', 'competition', 'microchip', 'toner', 'cartridges', 'manufacturers', 'cartridges']]
1	2816542	2816716	[['freshman', 'member', 'men', 'team'], ['jumped'], ['ledge']]	[['freshman', 'Dayton', 'Ohio'], ['climbed', 'plunged'], ['ledge', 'death']]
1	1887674	1887615	[['deal'], ['is', 'is', 'expected', 'be', 'completed'], ['N2H2', 'approval', 'year', 'end']]	[['deal'], ['is', 'is', 'expected', 'be'], ['N2H2', 'approval', 'calendar', 'quarter']]
1	3246221	3246174	[['diplomats'], ['were', 'killed'], ['ambush', 'Tikrit', 'kilometres', 'capital']]	[['diplomats'], ['were', 'killed', 'according'], ['ambush', 'Tikrit', 'Japanese', 'Foreign', 'Ministry']]
